RepoID,Testing,Security,Research Support,Project Activity / Maintenance,Popularity / Engagement,Licensing & Compliance,Documentation,Dependency Analysis,Collaboration,Code Quality,AI Model Usage,GenAI Used,Agile Process
RID3176,0,0,3,5,4,5,7,0,2.5,0,0,0,2
RID3177,0,0,6,3,2,5,1,0,1,0,0,0,0
RID3178,0,0,4,3,1,5,4,0,1.5,0,0,0,0
RID3179,0,0,4,6,1,5,7,2,4.5,0,0,0,0
RID3180,0,0,7,3,3,5,3,0,1,0,0,0,0
RID3181,0,0,6,3,4,5,0,0,0,0,0,0,0
RID3182,0,0,9,3,2,5,3,0,1,0,0,0,0
RID3183,0,0,4,3,2,5,1,0,0,0,0,0,0
RID3184,0,0,3,3,4,5,4,0,2.5,0,0,0,4
RID3185,0,0,4,3,2,2,3,0,1.5,0,0,0,0
RID3186,0,0,4,5,3,2,6,0,3.5,0,0,0,0
RID3187,0,0,3,5,1,5,5,2,3,2,0,0,2
RID3188,0,0,8,5,5,5,6,2,6.5,2,0,0,0
RID3189,0,0,4,3,2,5,1,0,0,0,0,0,2
RID3190,0,0,7,5,7,5,5,0,5.5,2,0,0,2
RID3191,0,0,7,3,2,2,1,0,0,0,0,0,0
RID3192,0,0,6,3,0,2,0,0,0,0,0,0,0
RID3193,0,0,5,4,4,8,9,0,2.5,0,0,0,0
RID3194,0,0,6,5,6,6,7,0,5.5,0,2,0,2
RID3195,0,0,6,3,4,5,2,0,0,0,0,0,0
RID3196,0,0,4,4,6,5,6,2,3.5,2,0,0,0
RID3197,7,0,8,5,10,5,9,0,7.5,3,0,0,4
RID3198,0,0,3,3,1,2,0,0,1,0,0,0,0
RID3199,0,0,7,7,7,5,3,0,7.5,2,0,0,0
RID3200,0,0,8,5,10,5,7,2,6.5,2,0,0,0
RID3201,0,0,3,4,3,2,5,0,2,0,0,0,2
RID3202,0,0,4,3,2,5,0,0,0,0,0,0,0
RID3203,0,0,10,3,4,5,2,0,1,0,2,0,0
RID3204,0,0,6,5,4,5,4,6,7.5,2,2,0,0
RID3205,0,0,10,3,4,5,0,0,0,0,2,0,2
RID3206,0,0,4,3,0,5,0,0,0,0,5,0,0
RID3207,0,0,6,3,1,5,2,0,0,0,2,0,0
RID3208,0,0,5,6,8,8,9,2,4.5,0,5,0,0
RID3209,0,0,4,3,2,5,2,0,1,2,0,0,2
RID3210,0,0,3,5,4,8,7,0,3.5,0,0,0,2
RID3211,0,0,4,7,3,8,7,0,6.5,4,0,0,2
RID3212,0,0,6,5,9,8,8,4,7.5,2,7,0,5
RID3213,0,0,10,3,2,5,3,0,1,0,2,0,0
RID3214,0,0,9,3,3,5,0,0,1,0,0,0,0
RID3215,3,0,7,7,10,8,9,6,7.5,4,2,0,2
RID3216,0,0,8,3,2,5,2,0,0,0,0,0,2
RID3217,0,0,9,3,3,6,3,0,0,0,0,0,0
RID3218,0,0,3,3,1,5,0,0,0,0,2,0,0
RID3219,0,0,6,5,3,5,8,0,6.5,2,2,0,2
RID3220,0,0,5,3,0,5,1,0,0,0,0,0,0
RID3221,0,0,6,7,4,8,6,2,8.5,3,0,0,0
RID3222,0,0,5,5,4,5,7,0,6.5,2,0,0,2
RID3223,0,0,3,3,0,5,2,0,1,0,0,0,0
RID3224,0,0,3,5,2,8,8,0,2.5,0,5,0,0
RID3225,0,0,8,3,2,5,0,0,1,0,0,0,2
RID3226,0,0,4,3,9,8,9,0,1.5,0,0,0,0
RID3227,0,0,3,5,3,2,3,0,4.5,0,0,0,0
RID3228,0,0,10,3,4,6,3,0,1,0,0,0,0
RID3229,0,0,4,6,4,8,6,0,3.5,0,0,0,0
RID3230,0,0,3,3,2,5,1,0,1.5,0,0,0,0
RID3231,0,0,4,3,2,6,4,0,1,0,0,0,0
RID3232,0,0,3,3,3,6,0,0,1,0,0,0,2
RID3233,0,0,8,8,3,5,7,4,6.5,0,2,0,2
RID3234,0,0,10,4,3,5,8,0,2.5,0,0,0,0
RID3235,0,0,9,4,1,5,3,2,1,0,5,0,2
RID3236,0,0,6,3,2,5,3,0,1,0,0,0,0
RID3237,0,0,3,6,2,8,6,0,3.5,0,0,0,0
RID3238,7,0,4,6,3,5,7,0,4,2,0,0,2
RID3239,0,0,3,5,5,2,8,0,6.5,2,0,1,2
RID3240,0,0,6,4,1,5,0,0,0,0,0,0,0
RID3241,0,0,8,3,3,5,1,0,0,0,0,1,2
RID3242,0,0,6,3,1,5,2,0,0,0,0,0,0
RID3243,9,0,6,8,7,6,7,2,7.5,5,2,2,6
RID3244,0,0,6,3,2,5,2,0,0,0,0,0,0
RID3245,0,0,3,4,3,5,4,0,1.5,0,0,0,0
RID3246,0,0,4,7,4,6,7,0,4,2,0,0,2
RID3247,0,0,10,3,3,5,3,0,1,0,2,0,0
RID3248,0,0,10,4,0,5,3,0,1,0,2,0,0
RID3249,0,0,7,5,5,5,7,0,4.5,0,0,0,2
RID3250,0,0,7,6,10,8,7,6,7.5,2,2,0,0
RID3251,0,0,5,5,6,2,5,0,7.5,2,0,0,2
RID3252,0,0,9,3,2,5,3,0,0,0,2,0,0
RID3253,0,0,6,4,4,8,7,2,6.5,2,0,0,3
RID3254,0,0,6,5,6,8,5,0,3.5,0,0,0,0
RID3255,0,0,4,3,1,8,7,0,1.5,0,0,0,2
RID3256,0,0,7,3,3,5,1,0,0,0,0,0,0
RID3257,0,0,2,4,3,5,5,0,2.5,0,0,0,2
RID3258,0,0,8,3,2,5,2,0,0,0,2,0,2
RID3259,0,0,8,5,6,7,7,4,7.5,0,0,0,0
RID3260,0,0,3,3,1,2,0,0,0,0,0,0,0
RID3261,0,0,4,5,4,2,7,0,3.5,0,5,0,2
RID3262,8,0,6,5,8,5,5,4,7.5,2,0,0,2
RID3263,8,0,6,8,9,5,7,6,7.5,2,2,0,2
RID3264,0,0,4,6,10,2,6,0,7.5,2,0,0,2
RID3265,0,0,10,7,8,9,7,2,8.5,4,2,0,2
RID3266,0,0,3,3,1,5,3,0,1.5,0,0,0,0
RID3267,0,0,3,4,1,8,1,0,1.5,0,0,0,2
RID3268,0,0,9,3,2,5,1,2,0,0,0,0,2
RID3269,3,0,4,5,4,5,5,4,6.5,0,0,0,0
RID3270,0,0,5,4,2,6,1,0,1,0,0,0,0
RID3271,0,4,7,6,5,6,9,0,6.5,2,0,0,0
RID3272,10,0,6,5,6,8,8,4,3.5,0,5,0,3
RID3273,0,0,4,5,4,2,6,0,4.5,0,0,0,0
RID3274,0,0,3,4,1,5,0,0,1.5,0,0,0,0
RID3275,0,0,10,6,6,5,7,2,7.5,0,5,0,0
RID3276,0,0,4,5,4,8,7,2,3.5,2,0,0,2
RID3277,0,0,8,4,3,5,3,0,1,0,2,0,0
RID3278,0,0,8,5,1,5,5,0,1.5,0,0,0,2
RID3279,0,0,3,3,2,5,1,0,0,0,0,0,0
RID3280,0,0,4,4,5,8,8,2,4.5,0,2,0,0
RID3281,0,0,7,3,4,5,0,0,0,0,0,0,0
RID3282,0,0,8,4,0,5,2,0,0,0,0,0,0
RID3283,0,0,9,5,5,5,10,0,5.5,0,5,0,0
RID3284,0,0,4,5,7,8,5,2,7.5,2,0,0,2
RID3285,0,0,6,3,2,5,1,0,1,0,2,0,0
RID3286,0,0,10,3,2,5,3,0,1,0,5,0,0
RID3287,0,0,4,5,4,8,9,6,2,0,7,0,0
RID3288,0,0,9,3,2,5,1,2,0,0,0,0,2
RID3289,0,0,3,5,1,5,4,0,3,0,2,0,0
RID3290,0,0,4,6,4,8,8,0,4,0,2,2,0
RID3291,0,0,10,3,1,5,3,0,1,0,0,0,0
RID3292,0,0,7,3,1,5,1,0,0,0,0,0,0
RID3293,0,0,6,3,2,5,1,0,0,0,0,0,0
RID3294,0,0,10,3,2,5,3,0,1,0,5,0,0
RID3295,0,0,3,3,2,8,7,2,1.5,0,0,0,5
RID3296,0,0,3,4,2,5,5,4,1.5,0,0,2,4
RID3297,0,0,6,3,3,5,3,0,1,0,2,0,0
RID3298,0,0,10,3,0,5,1,0,0,0,0,0,0
RID3299,10,0,4,5,5,5,5,0,6.5,2,0,0,2
RID3300,0,0,8,8,6,6,10,0,7,3,5,0,3
RID3301,0,0,6,3,0,5,2,2,0,0,0,0,0
RID3302,0,0,8,3,4,5,3,2,1,0,0,0,3
RID3303,3,0,8,5,0,8,6,2,6,4,0,4,5
RID3304,0,0,4,4,0,8,8,0,2.5,0,0,0,2
RID3305,0,0,7,3,2,5,1,0,0,0,2,0,2
RID3306,0,0,8,8,10,8,7,6,8,4,2,0,2
RID3307,0,0,10,4,3,5,3,0,0,0,5,0,3
RID3308,0,0,5,3,4,5,3,0,1,0,0,0,0
RID3309,0,0,10,3,0,5,0,0,0,0,0,0,0
RID3310,0,0,10,3,3,6,2,0,0,0,0,0,0
RID3311,0,0,6,3,2,5,1,0,0,0,0,0,0
RID3312,0,0,10,8,8,8,7,4,7.5,4,2,2,2
RID3313,0,0,8,3,0,5,3,0,1,0,0,0,0
RID3314,0,0,6,5,6,8,8,0,6.5,0,0,0,0
RID3315,0,0,8,3,3,5,0,0,1,0,0,0,0
RID3316,0,0,6,5,2,8,8,0,4.5,0,0,0,2
RID3317,0,0,10,5,6,8,6,0,4.5,0,0,0,2
RID3318,0,0,3,3,2,5,2,0,0,0,0,0,0
RID3319,0,0,10,3,1,5,3,0,1,0,0,0,2
RID3320,0,0,6,3,1,5,1,0,0,0,0,0,0
RID3321,0,0,5,4,1,5,1,0,0,0,0,0,0
RID3322,0,0,8,5,3,8,9,0,5.5,0,0,2,2
RID3323,0,0,6,3,0,5,1,0,0,0,0,0,0
RID3324,0,0,6,3,2,5,1,0,0,0,0,0,2
RID3325,0,0,4,5,9,5,5,0,6.5,2,5,0,2
RID3326,0,0,8,3,2,5,2,0,0,0,0,0,0
RID3327,0,0,10,5,3,9,7,0,3.5,2,0,0,2
RID3328,0,0,6,3,2,5,3,0,1,0,0,0,0
RID3329,0,6,4,6,5,8,7,0,4.5,0,0,0,0
RID3330,0,0,7,4,2,5,3,0,1,0,5,0,2
RID3331,0,0,3,5,1,5,6,0,3.5,0,0,0,2
RID3332,0,0,9,3,4,5,2,0,1,2,0,0,0
RID3333,0,0,6,5,5,5,9,2,5.5,0,0,0,2
RID3334,4,0,7,6,5,8,8,4,7,2,5,8,2
RID3335,0,0,3,5,4,5,7,0,2.5,0,0,0,0
RID3336,0,0,4,3,2,5,0,0,0,0,5,0,2
RID3337,0,0,8,6,2,8,7,4,7,2,0,0,0
RID3338,0,0,8,3,1,5,2,0,0,0,0,0,2
RID3339,0,0,4,4,1,5,3,0,1,0,0,0,0
RID3340,0,0,8,5,9,8,8,4,6.5,2,5,0,2
RID3341,0,0,3,3,1,5,1,0,0,0,0,0,2
RID3342,0,0,5,6,2,5,7,0,2.5,0,0,0,2
RID3343,0,0,8,6,9,8,8,6,7.5,2,7,7,2
RID3344,0,0,6,3,2,5,3,0,0,0,2,0,0
RID3345,4,0,7,8,7,8,7,4,8,2,5,0,0
RID3346,0,0,3,4,1,8,7,0,1.5,0,0,0,0
RID3347,0,0,8,3,1,5,0,0,0,0,0,0,2
RID3348,0,0,6,3,2,5,3,0,0,2,0,0,0
RID3349,5,0,7,6,8,8,8,2,5.5,2,0,0,0
RID3350,0,0,7,3,1,5,3,0,0,0,0,0,2
RID3351,0,0,4,5,2,5,7,0,1.5,0,0,0,0
RID3352,0,0,6,3,4,5,1,0,0,0,0,0,0
RID3353,0,0,10,3,2,5,3,0,1,0,5,0,0
RID3354,0,0,8,3,2,5,0,0,0,0,0,0,0
RID3355,0,0,8,6,2,8,8,0,5.5,0,0,0,0
RID3356,0,0,7,3,2,5,3,0,1,0,0,0,2
RID3357,0,0,6,3,0,5,1,0,0,0,0,0,0
RID3358,0,0,7,4,3,5,1,0,0,0,0,0,0
RID3359,0,0,9,3,2,5,0,0,0,0,0,0,0
RID3360,0,0,3,3,1,8,2,0,1.5,0,0,0,0
RID3361,0,0,7,4,0,5,3,0,1,0,0,0,0
RID3362,0,0,8,6,2,8,7,0,5.5,2,2,0,0
RID3363,0,0,8,6,2,5,9,0,8.5,2,0,0,2
RID3364,0,0,3,5,1,6,6,0,1.5,0,0,0,0
RID3365,0,0,8,3,2,5,3,0,1,0,5,0,0
RID3366,0,0,3,3,1,8,2,0,1.5,0,0,0,0
RID3367,0,0,7,5,4,8,7,0,5.5,2,0,0,3
RID3368,0,0,8,5,3,8,9,0,3,0,5,0,2
RID3369,0,0,5,5,0,5,6,0,5,0,0,2,0
RID3370,4,0,3,6,5,8,7,0,6.5,0,0,0,2
RID3371,0,0,6,3,0,5,1,0,0,0,0,0,0
RID3372,0,0,6,3,0,5,1,0,0,0,0,0,0
RID3373,0,0,7,8,6,6,7,2,7.5,2,2,0,2
RID3374,0,0,8,7,6,5,7,2,7.5,4,2,0,2
RID3375,0,0,4,3,0,5,2,0,0,0,0,0,0
RID3376,0,0,6,6,7,10,8,6,8,0,0,0,0
RID3377,0,0,4,5,2,5,5,0,2,0,0,0,0
RID3378,0,0,3,4,1,5,5,0,1.5,0,2,0,2
RID3379,0,0,8,3,2,5,1,0,0,0,0,0,0
RID3380,0,0,6,3,2,5,3,0,0,0,0,0,0
RID3381,0,0,4,3,0,2,3,0,0,0,0,0,2
RID3382,0,0,9,3,2,5,3,0,1,2,2,0,0
RID3383,0,0,8,3,0,5,2,0,0,0,5,0,2
RID3384,0,0,5,5,6,8,6,4,5.5,4,0,0,2
RID3385,0,0,9,3,2,5,1,0,0,0,2,0,2
RID3386,0,0,3,3,0,5,2,0,0,0,2,0,0
RID3387,0,0,7,6,10,6,6,0,7.5,2,0,0,2
RID3388,0,0,6,3,0,5,3,2,1,0,0,0,0
RID3389,0,0,4,5,3,8,5,0,2.5,0,5,0,0
RID3390,0,0,6,3,4,6,2,0,0,0,0,0,2
RID3391,0,0,10,3,2,5,0,0,0,0,0,0,0
RID3392,0,0,8,5,4,8,6,0,7,0,0,4,0
RID3393,0,0,3,3,0,5,0,0,0,0,0,0,0
RID3394,0,0,5,3,2,5,2,0,0,0,0,0,2
RID3395,0,0,8,5,2,8,7,4,8,2,0,0,0
RID3396,0,0,4,7,8,5,6,4,3.5,0,5,0,2
RID3397,3,0,6,7,4,8,8,0,6.5,2,0,2,0
RID3398,0,0,10,3,2,5,3,0,1,0,0,0,0
RID3399,0,0,5,6,2,5,6,4,5,0,5,0,0
RID3400,0,0,6,5,4,5,7,0,5.5,2,0,0,0
RID3401,0,0,4,3,0,5,1,0,0,0,2,0,2
RID3402,0,0,5,3,0,5,1,0,0,0,5,0,0
RID3403,0,0,10,7,2,5,7,0,4.5,0,0,0,0
RID3404,0,0,3,5,1,8,4,4,2,2,2,0,0
RID3405,0,0,2,3,0,5,1,0,0,0,0,0,0
RID3406,0,0,5,6,6,8,7,0,8,2,0,1,0
RID3407,0,0,4,6,7,5,8,0,3.5,0,2,2,2
RID3408,0,0,7,6,2,8,5,0,3.5,2,0,0,0
RID3409,0,0,9,5,4,8,6,0,2.5,0,0,0,2
RID3410,0,0,4,3,3,5,0,0,1,0,0,0,0
RID3411,0,0,6,4,1,8,9,0,2.5,0,2,0,0
RID3412,0,0,3,5,3,5,6,0,1.5,0,0,0,0
RID3413,0,0,10,5,1,8,7,0,3.5,0,0,4,0
RID3414,0,0,4,7,4,8,7,6,3,0,7,0,0
RID3415,0,0,6,4,1,5,3,0,1,0,0,0,0
RID3416,0,0,4,4,1,2,0,0,0,0,2,0,0
RID3417,0,0,3,4,2,8,3,0,2.5,0,0,0,0
RID3418,0,0,6,3,3,5,3,0,1,0,0,0,0
RID3419,0,0,3,4,5,5,7,0,4.5,0,0,0,2
RID3420,0,0,7,3,4,5,1,0,0,0,0,0,0
RID3421,0,0,10,3,2,2,2,0,0,0,0,0,0
RID3422,0,0,3,3,0,5,0,0,0,0,0,0,0
RID3423,0,0,4,5,1,5,7,0,3.5,0,0,0,0
RID3424,0,0,4,4,2,8,6,0,3.5,0,0,0,0
RID3425,0,0,5,5,3,8,7,0,6.5,2,0,2,2
RID3426,0,0,4,3,0,5,0,0,0,0,2,0,0
RID3427,0,0,6,3,3,5,0,0,0,0,0,0,0
RID3428,0,0,3,5,1,5,9,0,1.5,0,2,0,2
RID3429,0,0,9,3,2,5,0,0,0,0,0,0,0
RID3430,0,0,3,5,1,5,6,6,3.5,0,7,0,4
RID3431,0,2,8,6,10,8,9,2,7.5,2,2,2,2
RID3432,0,0,6,3,1,5,1,0,0,0,0,0,0
RID3433,0,0,10,7,2,6,7,0,7.5,2,2,2,0
RID3434,0,0,6,6,1,5,7,2,4,0,0,0,0
RID3435,0,0,6,6,6,8,6,0,7,2,0,4,0
RID3436,0,0,7,3,0,5,1,0,0,0,0,0,0
RID3437,0,0,5,3,2,5,2,0,0,0,0,0,0
RID3438,0,0,10,3,1,5,1,0,0,2,2,0,0
RID3439,0,0,6,5,3,6,6,2,5,2,0,0,0
RID3440,3,0,6,6,7,5,8,2,5.5,2,2,2,2
RID3441,0,0,6,3,2,5,1,0,0,0,0,0,2
RID3442,0,0,10,3,2,5,3,0,1,0,2,0,0
RID3443,0,0,4,5,3,8,6,0,1.5,0,5,0,2
RID3444,5,0,7,8,7,8,7,2,7.5,5,0,0,5
RID3445,0,0,9,3,1,5,2,0,0,0,5,0,0
RID3446,0,0,9,3,1,5,1,0,0,0,2,0,0
RID3447,0,0,5,7,0,5,5,0,6.5,0,0,0,0
RID3448,7,0,8,8,10,8,5,2,7,2,0,2,3
RID3449,0,0,3,3,1,8,2,0,1.5,0,0,0,0
RID3450,0,0,6,3,3,5,3,0,1,0,2,0,0
RID3451,0,0,6,3,0,5,0,0,0,0,0,0,0
RID3452,0,0,6,7,4,8,8,4,6.5,2,7,0,2
RID3453,0,0,7,3,0,5,0,0,0,0,0,0,0
RID3454,0,0,10,3,0,5,2,0,0,0,0,0,0
RID3455,0,0,10,3,1,5,3,0,1,0,0,0,0
RID3456,0,0,7,3,4,5,3,0,1,0,0,0,0
RID3457,0,0,3,4,1,8,5,0,1.5,0,0,0,0
RID3458,0,0,6,3,1,5,0,0,0,0,0,0,0
RID3459,0,0,10,4,1,5,3,0,1,0,2,0,0
RID3460,0,0,9,3,2,5,1,0,0,0,0,0,0
RID3461,0,0,4,3,1,8,4,0,2.5,0,0,0,2
RID3462,0,0,4,4,4,5,8,0,3,0,2,5,2
RID3463,0,0,7,5,1,8,7,2,5.5,5,0,0,0
RID3464,0,0,4,5,2,5,7,0,3.5,0,0,0,0
RID3465,0,0,6,3,3,2,4,0,0,0,0,0,0
RID3466,0,0,7,6,3,8,7,0,8.5,2,0,0,0
RID3467,0,0,7,3,0,5,1,0,0,0,0,0,0
RID3468,0,0,9,7,5,8,7,2,6.5,0,0,0,2
RID3469,0,0,4,5,3,3,8,0,2,0,0,0,0
RID3470,0,0,9,3,2,5,2,0,0,0,0,0,0
RID3471,3,0,5,6,9,8,7,4,8,5,0,4,0
RID3472,0,0,6,3,0,5,1,0,0,0,0,0,0
RID3473,0,0,8,7,3,8,6,0,6,2,0,0,2
RID3474,0,0,8,8,10,8,6,2,6.5,0,5,0,2
RID3475,0,0,9,3,2,5,3,0,1,0,0,0,0
RID3476,0,0,10,3,2,5,3,0,1,0,0,0,0
RID3477,0,0,6,5,7,5,7,6,8.5,2,0,0,2
RID3478,0,0,3,6,0,8,7,0,3.5,0,0,0,0
RID3479,2,0,7,7,4,6,9,8,6.5,0,5,0,4
RID3480,0,0,8,3,1,5,1,0,0,0,2,0,0
RID3481,0,0,10,3,0,5,1,0,0,0,0,0,2
RID3482,0,0,4,7,3,8,8,0,6.5,4,0,2,4
RID3483,0,0,9,3,1,5,3,0,1,0,0,0,0
RID3484,0,0,4,5,1,8,6,0,6.5,0,0,2,0
RID3485,0,0,5,5,5,5,6,0,7.5,2,0,0,0
RID3486,0,0,5,5,6,5,6,0,7.5,2,0,0,0
RID3487,0,0,10,8,8,8,7,4,7.5,2,2,0,2
RID3488,0,0,10,3,2,5,2,0,0,0,0,0,2
RID3489,0,0,4,5,4,5,5,0,5.5,0,5,0,0
RID3490,0,0,4,4,2,8,6,0,2.5,0,0,0,0
RID3491,0,0,6,3,4,5,2,0,0,0,0,0,2
RID3492,0,0,7,5,2,5,7,0,3.5,0,0,0,2
RID3493,0,0,9,3,0,2,1,0,0,0,2,0,0
RID3494,0,0,8,6,4,8,7,0,6,3,0,0,2
RID3495,0,0,4,5,3,8,4,0,3.5,0,0,0,0
RID3496,0,0,9,4,1,5,3,2,1,0,0,0,0
RID3497,0,0,8,3,2,5,3,0,1,0,2,0,0
RID3498,2,0,7,7,7,9,9,6,7.5,2,2,0,3
RID3499,0,0,6,3,3,5,2,0,0,0,0,0,0
RID3500,0,0,6,3,0,5,0,0,0,0,0,0,0
RID3501,0,0,6,3,1,5,2,0,0,0,0,0,0
RID3502,0,0,10,4,1,5,3,2,1,0,0,0,0
RID3503,0,0,7,5,4,8,7,0,7,3,0,4,2
RID3504,0,0,6,3,0,5,2,0,0,0,0,0,0
RID3505,0,0,6,3,4,5,2,0,0,0,2,0,0
RID3506,0,0,6,3,2,5,2,0,0,0,5,0,0
RID3507,0,4,8,6,10,8,8,6,7.5,5,5,0,2
RID3508,0,0,8,3,0,5,3,0,0,0,2,0,0
RID3509,10,0,10,7,9,8,8,4,9,4,0,2,5
RID3510,0,0,6,3,2,5,0,0,0,0,0,0,0
RID3511,0,4,4,8,5,8,8,0,3,0,0,0,0
RID3512,0,0,6,3,2,5,0,0,0,0,0,0,0
RID3513,0,0,4,3,0,5,0,0,0,0,0,0,0
RID3514,0,0,3,4,1,8,5,0,2.5,0,0,0,2
RID3515,0,0,3,3,1,5,2,0,0,0,0,0,0
RID3516,0,0,9,4,1,5,3,0,1,0,0,0,0
RID3517,0,0,6,4,1,5,4,0,3.5,0,2,0,0
RID3518,0,0,8,3,1,5,0,0,0,0,0,0,0
RID3519,0,0,8,3,1,5,3,0,1,0,0,0,0
RID3520,0,0,9,3,2,5,3,0,1,0,2,0,0
RID3521,0,0,4,6,1,5,5,0,4.5,0,0,0,0
RID3522,0,0,9,5,5,8,8,0,2.5,0,2,0,0
RID3523,0,0,8,3,3,5,3,0,1,0,2,0,2
RID3524,0,0,3,5,3,8,9,0,5.5,0,0,0,2
RID3525,0,0,6,3,0,5,0,0,0,0,0,0,2
RID3526,0,0,6,3,0,5,0,2,0,0,0,0,2
RID3527,0,0,4,3,0,5,0,0,0,0,0,0,0
RID3528,0,0,7,4,1,8,8,0,1.5,0,0,0,0
RID3529,0,0,6,7,6,5,4,0,6,2,0,0,4
RID3530,0,0,8,4,2,5,3,0,1,0,0,0,0
RID3531,0,0,8,3,1,5,3,0,1,0,0,0,2
RID3532,0,0,8,4,1,8,6,0,1,0,0,0,0
RID3533,0,0,10,3,2,5,3,0,1,0,0,0,0
RID3534,0,0,4,4,1,5,0,0,2,0,0,0,0
RID3535,0,0,3,8,7,8,8,8,7,4,5,3,4
RID3536,0,0,6,8,3,8,10,0,6.5,2,2,0,2
RID3537,0,0,5,6,2,8,6,6,5.5,2,0,2,0
RID3538,0,0,8,7,4,8,7,0,7.5,2,0,0,2
RID3539,0,0,7,3,0,5,0,0,0,0,0,0,2
RID3540,0,0,10,3,4,5,3,0,0,0,0,0,0
RID3541,0,0,5,4,8,8,3,0,4.5,2,0,0,0
RID3542,0,0,6,5,5,8,7,0,4.5,0,0,0,2
RID3543,0,0,5,5,1,5,7,0,6.5,2,0,0,0
RID3544,0,0,10,4,3,5,3,0,1,0,0,0,0
RID3545,0,0,6,3,1,5,1,0,0,3,0,0,0
RID3546,0,0,5,3,0,5,0,0,0,0,0,0,0
RID3547,0,0,4,3,1,5,1,0,0,0,0,0,0
RID3548,0,0,9,3,2,5,3,0,1,0,0,0,0
RID3549,0,0,5,8,8,5,9,4,7.5,3,0,1,3
RID3550,0,0,5,3,2,5,2,0,0,0,2,0,0
RID3551,0,0,6,3,1,5,2,0,0,0,0,0,0
RID3552,0,0,5,4,2,8,7,0,2.5,0,0,0,2
RID3553,0,0,6,3,1,5,0,0,0,0,0,0,0
RID3554,0,0,6,3,0,5,0,0,0,0,0,0,0
RID3555,0,0,8,9,7,8,9,2,8,2,2,0,2
RID3556,0,0,4,3,2,2,1,0,1,2,2,0,0
RID3557,0,0,3,4,1,5,3,0,2,0,0,0,0
RID3558,0,0,9,3,4,5,2,0,1,0,0,0,0
RID3559,0,0,4,5,2,5,4,0,7.5,2,0,0,2
RID3560,0,0,7,4,5,8,4,0,1.5,0,0,0,0
RID3561,0,0,8,5,8,5,6,2,6.5,2,0,0,3
RID3562,0,0,7,3,4,5,1,0,0,0,0,0,0
RID3563,8,0,4,4,3,2,1,0,3.5,0,0,0,0
RID3564,0,0,5,5,5,5,7,0,7.5,2,0,0,0
RID3565,0,0,8,3,3,5,2,0,1,0,0,0,0
RID3566,0,0,4,3,3,5,1,0,0,0,0,0,0
RID3567,0,0,5,6,3,8,7,0,5.5,2,0,2,0
RID3568,0,0,3,5,3,2,4,0,3.5,0,0,0,0
RID3569,0,0,4,5,3,2,1,0,3.5,0,0,0,2
RID3570,0,0,4,5,4,2,4,0,2.5,2,0,0,0
RID3571,0,0,5,5,10,2,7,2,7.5,2,5,0,2
RID3572,0,0,3,4,3,2,3,0,2.5,0,0,0,0
RID3573,0,0,8,5,5,8,9,0,4.5,0,0,0,2
RID3574,0,0,4,3,0,2,0,0,1,0,0,0,0
RID3575,0,0,4,3,1,2,0,0,1,0,0,0,0
RID3576,0,0,4,3,0,2,0,0,1,0,0,0,0
RID3577,0,0,4,3,2,2,0,0,1,0,0,0,0
RID3578,0,0,4,3,0,2,0,0,1,0,0,0,0
RID3579,0,0,4,3,0,2,0,0,1,0,0,0,0
RID3580,0,0,8,3,7,5,7,0,2.5,0,0,0,0
RID3581,0,0,10,5,9,8,7,2,7.5,2,0,0,2
RID3582,0,0,5,5,4,5,7,4,6.5,2,0,0,2
RID3583,0,0,3,4,3,5,6,0,2.5,0,0,0,0
RID3584,0,0,10,5,8,6,7,2,6.5,2,0,0,2
RID3585,0,0,3,3,3,5,2,0,0,0,0,0,0
RID3586,4,0,3,5,4,2,7,0,3.5,0,0,0,0
RID3587,0,0,6,3,3,5,2,0,1,0,0,0,0
RID3588,0,0,8,3,0,5,1,0,0,0,5,0,0
RID3589,0,0,6,4,7,8,6,4,4.5,0,0,0,2
RID3590,0,0,10,5,7,9,8,2,7.5,0,0,0,0
RID3591,0,0,6,5,8,8,9,0,4.5,2,2,0,2
RID3592,0,0,8,3,2,5,1,0,0,2,2,1,0
RID3593,0,0,3,3,0,5,1,0,0,0,0,0,2
RID3594,0,0,8,3,4,5,0,0,0,0,0,0,0
RID3595,0,0,7,3,2,5,1,0,1,0,0,0,0
RID3596,0,0,3,6,2,8,9,0,1.5,0,0,0,2
RID3597,0,0,9,3,2,5,2,0,0,2,0,0,0
RID3598,0,0,7,3,2,5,1,0,0,0,0,0,2
RID3599,0,0,8,6,4,6,6,0,8,0,2,0,3
RID3600,0,0,10,7,4,8,7,4,5.5,0,0,0,4
RID3601,0,0,6,5,3,8,6,4,3.5,0,0,0,0
RID3602,0,0,8,5,3,5,7,0,4,0,0,0,0
RID3603,0,0,5,5,4,2,6,0,5.5,0,0,0,0
RID3604,0,0,5,3,4,5,1,0,0,0,0,0,0
RID3605,0,0,4,5,10,2,9,0,4.5,2,0,0,0
RID3606,0,0,3,4,6,5,6,0,3.5,0,0,0,0
RID3607,0,0,3,5,6,2,5,0,3.5,0,0,0,2
RID3608,0,0,7,3,4,5,2,0,1,0,0,0,0
RID3609,0,0,6,3,4,6,3,0,0,0,0,0,2
RID3610,0,0,6,5,5,6,8,2,4.5,2,0,0,2
RID3611,0,0,5,3,4,5,3,0,1,0,0,0,0
